,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
400,2011,NBA,1,11,GSW,Klay Thompson,21.14,G-F,us,Washington State University,2012.0,2018.0,537.0,32.9,19.2,3.4,2.3,0.9,0.5,0.45799999999999996,0.486,0.42200000000000004,0.852,41.5,0.113
401,2011,NBA,1,12,UTA,Alec Burks,19.343,G,us,University of Colorado,2012.0,2018.0,365.0,21.0,9.7,2.9,1.6,0.6,0.1,0.426,0.447,0.353,0.765,11.5,0.07200000000000001
402,2011,NBA,1,13,PHO,Markieff Morris,21.299,F,us,University of Kansas,2012.0,2018.0,521.0,26.4,11.9,5.6,1.7,0.9,0.6,0.451,0.48100000000000004,0.33799999999999997,0.778,22.1,0.077
403,2011,NBA,1,14,HOU,Marcus Morris,21.299,F,us,University of Kansas,2012.0,2018.0,470.0,26.3,11.2,4.4,1.5,0.7,0.2,0.428,0.47100000000000003,0.35700000000000004,0.731,22.3,0.087
404,2011,NBA,1,15,IND,Kawhi Leonard,19.364,F,us,San Diego State University,2012.0,2018.0,407.0,30.4,16.3,6.2,2.3,1.8,0.7,0.495,0.537,0.386,0.846,56.3,0.21899999999999997
405,2011,NBA,1,16,PHI,Nikola Vucevic,20.247,C,ch,University of Southern California,2012.0,2018.0,456.0,29.8,14.8,9.8,2.2,0.8,0.9,0.499,0.509,0.308,0.7290000000000001,31.6,0.11199999999999999
406,2011,NBA,1,17,NYK,Iman Shumpert,21.002,G,us,Georgia Institute of Technology,2012.0,2018.0,384.0,25.4,7.3,3.4,1.9,1.2,0.2,0.396,0.441,0.33799999999999997,0.763,11.5,0.057
407,2011,NBA,1,18,WAS,Chris Singleton,21.219,F,us,Florida State University,2012.0,2014.0,148.0,17.6,4.1,3.2,0.6,0.8,0.4,0.376,0.4,0.319,0.633,2.3,0.042
408,2011,NBA,1,19,CHA,Tobias Harris,18.347,F,us,University of Tennessee,2012.0,2018.0,464.0,29.6,14.6,5.6,1.7,0.8,0.5,0.467,0.508,0.355,0.812,32.3,0.113
409,2011,NBA,1,20,MIN,Donatas Motiejunas,20.281,F-C,lt,,2013.0,2017.0,248.0,18.4,7.4,3.8,1.1,0.5,0.3,0.469,0.529,0.3,0.6,7.2,0.076
412,2011,NBA,1,21,POR,Nolan Smith,22.338,G,us,Duke University,2012.0,2013.0,84.0,9.9,3.3,1.0,1.2,0.3,0.0,0.371,0.40700000000000003,0.26,0.7140000000000001,-0.8,-0.047
413,2011,NBA,1,22,DEN,Kenneth Faried,21.221,F,us,Morehead State University,2012.0,2018.0,441.0,24.9,11.4,8.2,1.0,0.8,0.8,0.5429999999999999,0.546,0.1,0.655,35.9,0.157
414,2011,NBA,1,23,HOU,Nikola Mirotic,20.137,F,me,,2015.0,2018.0,273.0,23.7,11.8,5.7,1.3,0.8,0.7,0.419,0.494,0.35700000000000004,0.8009999999999999,17.4,0.129
415,2011,NBA,1,24,OKC,Reggie Jackson,21.073,G,it,Boston College,2012.0,2018.0,448.0,24.8,12.4,3.0,4.4,0.7,0.1,0.43,0.47200000000000003,0.32,0.857,23.3,0.10099999999999999
416,2011,NBA,1,25,BOS,MarShon Brooks,22.153000000000002,G-F,us,Providence College,2012.0,2018.0,171.0,17.9,8.2,2.2,1.5,0.6,0.2,0.447,0.47100000000000003,0.359,0.757,3.2,0.05
417,2011,NBA,1,26,DAL,Jordan Hamilton,20.265,G-F,us,University of Texas at Austin,2012.0,2016.0,151.0,13.9,5.9,2.8,0.8,0.5,0.2,0.408,0.451,0.35700000000000004,0.67,3.0,0.069
418,2011,NBA,1,27,NJN,JaJuan Johnson,22.14,F,us,Purdue University,2012.0,2012.0,36.0,8.3,3.2,1.6,0.2,0.1,0.4,0.446,0.446,,0.667,0.2,0.032
419,2011,NBA,1,28,CHI,Norris Cole,22.258000000000003,G,us,Cleveland State University,2012.0,2017.0,360.0,22.3,7.0,2.0,2.7,0.8,0.1,0.40700000000000003,0.436,0.324,0.743,3.0,0.018000000000000002
420,2011,NBA,1,29,SAS,Cory Joseph,19.312,G,ca,University of Texas at Austin,2012.0,2018.0,446.0,20.8,7.0,2.4,2.6,0.7,0.2,0.45,0.48100000000000004,0.32899999999999996,0.765,18.3,0.095
421,2011,NBA,1,30,CHI,Jimmy Butler,21.287,F-G,us,Marquette University,2012.0,2018.0,458.0,32.8,16.4,4.9,3.4,1.5,0.5,0.452,0.485,0.33899999999999997,0.8320000000000001,58.2,0.18600000000000003
422,2011,NBA,2,31,MIA,Bojan Bogdanovic,22.070999999999998,G-F,ba,,2015.0,2018.0,318.0,26.8,12.1,3.2,1.2,0.5,0.1,0.452,0.513,0.37799999999999995,0.863,11.6,0.066
423,2011,NBA,2,32,CLE,Justin Harper,21.302,F,us,University of Richmond,2012.0,2017.0,22.0,6.8,2.0,0.8,0.2,0.1,0.1,0.34,0.41700000000000004,0.276,0.33299999999999996,-0.3,-0.09300000000000001
424,2011,NBA,2,33,DET,Kyle Singler,23.055,F,us,Duke University,2013.0,2018.0,356.0,21.9,6.5,2.9,0.8,0.6,0.3,0.418,0.45799999999999996,0.36200000000000004,0.7859999999999999,10.0,0.062
425,2011,NBA,2,34,WAS,Shelvin Mack,21.066999999999997,G,us,Butler University,2012.0,2018.0,399.0,17.9,6.4,2.0,3.1,0.6,0.1,0.42700000000000005,0.47700000000000004,0.326,0.74,9.4,0.063
426,2011,NBA,2,35,SAC,Tyler Honeycutt,20.348,F,us,"University of California, Los Angeles",2012.0,2013.0,24.0,5.0,1.2,1.0,0.4,0.2,0.2,0.314,0.33299999999999996,0.2,0.7140000000000001,-0.1,-0.049
427,2011,NBA,2,36,NJN,Jordan Williams,20.26,F,us,University of Maryland,2012.0,2012.0,43.0,14.8,4.6,3.6,0.3,0.5,0.3,0.507,0.507,,0.652,1.3,0.10099999999999999
428,2011,NBA,2,37,LAC,Trey Thompkins,21.039,F,us,University of Georgia,2012.0,2012.0,24.0,5.0,2.4,1.0,0.1,0.1,0.1,0.39299999999999996,0.41700000000000004,0.308,0.7140000000000001,0.0,0.004
429,2011,NBA,2,38,HOU,Chandler Parsons,22.246,F,us,University of Florida,2012.0,2018.0,410.0,31.0,13.1,4.6,2.8,0.9,0.4,0.466,0.524,0.377,0.708,29.1,0.11
430,2011,NBA,2,39,CHA,Jeremy Tyler,20.007,C,us,,2012.0,2014.0,104.0,9.9,3.6,2.6,0.2,0.2,0.4,0.45,0.451,0.0,0.557,0.3,0.013999999999999999
431,2011,NBA,2,40,MIL,Jon Leuer,22.045,F,us,University of Wisconsin,2012.0,2018.0,336.0,16.5,6.7,4.0,0.9,0.4,0.3,0.478,0.512,0.335,0.769,12.3,0.107
432,2011,NBA,2,41,LAL,Darius Morris,20.176,G,us,University of Michigan,2012.0,2015.0,132.0,11.1,3.3,1.0,1.4,0.3,0.0,0.384,0.41600000000000004,0.322,0.63,-0.3,-0.01
433,2011,NBA,2,42,IND,Davis Bertans,18.227,F,lv,,2017.0,2018.0,144.0,13.2,5.3,1.7,0.8,0.3,0.4,0.44,0.5770000000000001,0.384,0.8190000000000001,5.3,0.135
434,2011,NBA,2,43,CHI,Malcolm Lee,21.037,G,us,"University of California, Los Angeles",2012.0,2015.0,36.0,14.8,3.9,1.8,1.4,0.6,0.3,0.382,0.41200000000000003,0.294,0.703,0.4,0.04
435,2011,NBA,2,44,GSW,Charles Jenkins,22.12,G,us,Hofstra University,2012.0,2013.0,110.0,12.1,3.7,0.9,1.9,0.4,0.1,0.434,0.449,0.182,0.754,0.5,0.017
436,2011,NBA,2,45,NOH,Josh Harrellson,22.136,C,us,University of Kentucky,2012.0,2014.0,75.0,11.8,3.5,3.0,0.3,0.4,0.5,0.43799999999999994,0.49700000000000005,0.34700000000000003,0.629,2.1,0.11599999999999999
437,2011,NBA,2,46,LAL,Andrew Goudelock,22.203000000000003,G,us,College of Charleston,2012.0,2016.0,49.0,9.7,4.0,0.7,0.5,0.2,0.0,0.39299999999999996,0.429,0.345,0.875,0.0,0.003
438,2011,NBA,2,47,LAC,Travis Leslie,21.090999999999998,G,us,University of Georgia,2012.0,2012.0,10.0,4.5,1.4,0.9,0.5,0.2,0.2,0.35700000000000004,0.35700000000000004,,0.444,0.1,0.06
439,2011,NBA,2,48,ATL,Keith Benson,22.319000000000003,C,us,Oakland University,2012.0,2012.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.005
440,2011,NBA,2,49,MEM,Josh Selby,20.093,G,us,University of Kansas,2012.0,2013.0,38.0,7.8,2.2,0.5,0.9,0.2,0.0,0.33,0.384,0.14300000000000002,0.72,-0.7,-0.113
441,2011,NBA,2,50,PHI,Lavoy Allen,22.144000000000002,F-C,us,Temple University,2012.0,2017.0,388.0,17.8,4.8,4.8,1.0,0.3,0.6,0.47100000000000003,0.474,0.133,0.682,13.8,0.096
442,2011,NBA,2,51,POR,Jon Diebler,23.006,G,us,Ohio State University,,,,,,,,,,,,,,,
443,2011,NBA,2,52,DET,Vernon Macklin,24.281999999999996,F,us,University of Florida,2012.0,2012.0,23.0,5.9,2.0,1.5,0.2,0.2,0.2,0.5429999999999999,0.5429999999999999,,0.5710000000000001,0.5,0.161
444,2011,NBA,2,53,ORL,DeAndre Liggins,23.089000000000002,G,us,University of Kentucky,2012.0,2018.0,177.0,10.8,2.0,1.4,0.7,0.6,0.2,0.402,0.43200000000000005,0.35200000000000004,0.5489999999999999,1.6,0.04
445,2011,NBA,2,54,CLE,Milan Macvan,21.224,F-C,hr,,,,,,,,,,,,,,,,
446,2011,NBA,2,55,BOS,E'Twaun Moore,22.12,G,us,Purdue University,2012.0,2018.0,462.0,21.0,7.6,2.0,1.8,0.7,0.2,0.455,0.489,0.385,0.74,11.9,0.059000000000000004
447,2011,NBA,2,56,LAL,Chukwudiebere Maduabum,20.101,F,ng,,,,,,,,,,,,,,,,
448,2011,NBA,2,57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,,
449,2011,NBA,2,58,LAL,Ater Majok,23.36,F-C,sd,,,,,,,,,,,,,,,,
450,2011,NBA,2,59,SAS,Adam Hanga,22.076999999999998,G,hu,,,,,,,,,,,,,,,,
451,2011,NBA,2,60,SAC,Isaiah Thomas,22.141,G,us,University of Washington,2012.0,2018.0,473.0,29.8,18.9,2.6,5.1,0.9,0.1,0.439,0.488,0.361,0.877,45.6,0.155
454,2010,NBA,1,1,WAS,John Wall,19.296,G,us,University of Kentucky,2011.0,2018.0,541.0,35.9,18.9,4.4,9.2,1.7,0.7,0.43200000000000005,0.45399999999999996,0.327,0.7859999999999999,43.2,0.107
455,2010,NBA,1,2,PHI,Evan Turner,21.245,G,us,Ohio State University,2011.0,2018.0,613.0,27.9,10.2,4.8,3.5,0.8,0.3,0.433,0.456,0.301,0.7879999999999999,18.5,0.052000000000000005
456,2010,NBA,1,3,NJN,Derrick Favors,18.349,F-C,us,Georgia Institute of Technology,2011.0,2018.0,556.0,26.1,11.6,7.2,1.1,0.8,1.3,0.517,0.523,0.20199999999999999,0.6629999999999999,41.5,0.138
457,2010,NBA,1,4,MIN,Wesley Johnson,22.354,F-G,us,Syracuse University,2011.0,2018.0,571.0,22.7,7.2,3.2,1.1,0.8,0.7,0.406,0.462,0.337,0.743,10.7,0.04
458,2010,NBA,1,5,SAC,DeMarcus Cousins,19.32,C-F,us,University of Kentucky,2011.0,2018.0,535.0,32.3,21.5,11.0,3.2,1.4,1.2,0.46,0.474,0.33799999999999997,0.737,41.6,0.115
459,2010,NBA,1,6,GSW,Ekpe Udoh,23.041,C-F,us,Baylor University,2011.0,2018.0,333.0,16.1,3.7,3.0,0.7,0.5,1.2,0.43700000000000006,0.439,0.0,0.7240000000000001,8.9,0.079
460,2010,NBA,1,7,DET,Greg Monroe,20.025,C-F,us,Georgetown University,2011.0,2018.0,589.0,28.9,13.7,8.6,2.3,1.1,0.6,0.515,0.516,0.0,0.7070000000000001,48.6,0.13699999999999998
461,2010,NBA,1,8,LAC,Al-Farouq Aminu,19.281,F,us,Wake Forest University,2011.0,2018.0,589.0,24.8,7.5,5.9,1.2,1.0,0.6,0.42100000000000004,0.46399999999999997,0.336,0.726,21.6,0.071
462,2010,NBA,1,9,UTA,Gordon Hayward,20.098,F-G,us,Butler University,2011.0,2018.0,517.0,31.3,15.6,4.2,3.4,1.0,0.4,0.444,0.478,0.368,0.82,43.0,0.128
463,2010,NBA,1,10,IND,Paul George,20.058,F,us,"California State University, Fresno",2011.0,2018.0,527.0,33.4,18.6,6.2,3.2,1.7,0.4,0.43200000000000005,0.46799999999999997,0.376,0.8440000000000001,53.4,0.146
464,2010,NBA,1,11,NOH,Cole Aldrich,21.241,C,us,University of Kansas,2011.0,2018.0,339.0,10.0,3.1,3.3,0.5,0.4,0.7,0.527,0.527,,0.738,9.6,0.135
465,2010,NBA,1,12,MEM,Xavier Henry,19.105999999999998,G,be,University of Kansas,2011.0,2015.0,185.0,15.7,5.7,1.9,0.6,0.5,0.1,0.406,0.419,0.325,0.635,0.8,0.013000000000000001
466,2010,NBA,1,13,TOR,Ed Davis,21.024,F,us,University of North Carolina,2011.0,2018.0,559.0,20.6,6.6,6.5,0.8,0.5,0.9,0.564,0.565,0.0,0.579,35.5,0.14800000000000002
467,2010,NBA,1,14,HOU,Patrick Patterson,21.107,F,us,University of Kentucky,2011.0,2018.0,559.0,22.7,7.3,4.3,1.1,0.6,0.5,0.455,0.502,0.37,0.757,27.6,0.10400000000000001
468,2010,NBA,1,15,MIL,Larry Sanders,21.22,C-F,us,Virginia Commonwealth University,2011.0,2017.0,238.0,19.5,6.4,5.7,0.7,0.6,1.8,0.48,0.48100000000000004,0.0,0.5529999999999999,10.3,0.107
469,2010,NBA,1,16,MIN,Luke Babbitt,21.009,F,us,"University of Nevada, Reno",2011.0,2018.0,381.0,14.0,4.8,2.2,0.6,0.2,0.2,0.408,0.41700000000000004,0.402,0.747,7.2,0.065
470,2010,NBA,1,17,CHI,Kevin Seraphin,20.204,F,gf,,2011.0,2017.0,423.0,15.2,5.9,3.5,0.6,0.2,0.7,0.489,0.491,0.0,0.715,5.9,0.044000000000000004
471,2010,NBA,1,18,OKC,Eric Bledsoe,20.202,G,us,University of Kentucky,2011.0,2018.0,492.0,27.7,13.8,3.8,4.7,1.5,0.5,0.449,0.491,0.337,0.799,28.8,0.102
472,2010,NBA,1,19,BOS,Avery Bradley,19.215,G,us,University of Texas at Austin,2011.0,2018.0,459.0,28.4,12.3,3.0,1.7,1.1,0.2,0.439,0.47200000000000003,0.366,0.772,14.2,0.052000000000000005
473,2010,NBA,1,20,SAS,James Anderson,21.096,G-F,us,Oklahoma State University,2011.0,2016.0,247.0,17.5,5.8,2.3,1.2,0.5,0.2,0.41100000000000003,0.495,0.321,0.755,3.3,0.037000000000000005
476,2010,NBA,1,21,OKC,Craig Brackins,22.264,F,us,Iowa State University,2011.0,2012.0,17.0,7.1,1.8,1.1,0.5,0.1,0.1,0.265,0.28600000000000003,0.214,0.5,-0.2,-0.08900000000000001
477,2010,NBA,1,22,POR,Elliot Williams,21.009,G,us,University of Memphis,2012.0,2016.0,109.0,13.5,4.9,1.5,0.9,0.4,0.1,0.42100000000000004,0.489,0.31,0.669,0.7,0.024
478,2010,NBA,1,23,MIN,Trevor Booker,22.217,F,us,Clemson University,2011.0,2018.0,532.0,20.4,6.9,5.5,1.1,0.7,0.5,0.515,0.534,0.305,0.636,26.2,0.11599999999999999
479,2010,NBA,1,24,ATL,Damion James,22.266,G-F,us,University of Texas at Austin,2011.0,2014.0,39.0,16.0,3.8,3.4,0.7,0.6,0.5,0.415,0.433,0.0,0.667,0.0,-0.001
480,2010,NBA,1,25,MEM,Dominique Jones,21.256999999999998,G,us,University of South Florida,2011.0,2013.0,80.0,9.3,3.1,1.4,1.8,0.4,0.1,0.366,0.39299999999999996,0.095,0.7290000000000001,0.3,0.017
481,2010,NBA,1,26,OKC,Quincy Pondexter,22.111,G-F,us,University of Washington,2011.0,2018.0,302.0,17.3,5.0,2.0,0.8,0.4,0.2,0.419,0.469,0.35700000000000004,0.738,8.9,0.08199999999999999
482,2010,NBA,1,27,NJN,Jordan Crawford,21.249000000000002,G,us,Xavier University,2011.0,2018.0,281.0,24.4,12.2,2.5,3.1,0.7,0.1,0.41100000000000003,0.45799999999999996,0.317,0.826,6.3,0.044000000000000004
483,2010,NBA,1,28,MEM,Greivis Vasquez,23.165,G,ve,University of Maryland,2011.0,2017.0,401.0,23.7,9.0,2.5,4.8,0.6,0.1,0.418,0.456,0.349,0.8170000000000001,12.6,0.064
484,2010,NBA,1,29,ORL,Daniel Orton,19.327,C-F,us,University of Kentucky,2012.0,2014.0,51.0,10.6,2.8,2.5,0.5,0.4,0.5,0.485,0.49,0.0,0.597,1.0,0.09300000000000001
485,2010,NBA,1,30,WAS,Lazar Hayward,23.215999999999998,F,us,Marquette University,2011.0,2013.0,72.0,8.2,2.9,1.3,0.5,0.2,0.1,0.34700000000000003,0.395,0.26899999999999996,0.767,0.2,0.02
486,2010,NBA,2,31,NJN,Tibor Pleiss,20.239,C,de,,2016.0,2016.0,12.0,6.8,2.0,1.3,0.2,0.1,0.2,0.44,0.478,0.0,1.0,-0.1,-0.040999999999999995
487,2010,NBA,2,32,MIA,Dexter Pittman,22.119,C,us,University of Texas at Austin,2011.0,2014.0,50.0,6.9,2.3,1.8,0.2,0.2,0.2,0.45,0.45,,0.545,0.5,0.068
488,2010,NBA,2,33,SAC,Hassan Whiteside,21.016,C,us,Marshall University,2011.0,2018.0,271.0,26.8,13.6,11.4,0.5,0.6,2.4,0.575,0.575,1.0,0.627,30.5,0.20199999999999999
489,2010,NBA,2,34,POR,Armon Johnson,21.125999999999998,G,us,"University of Nevada, Reno",2011.0,2012.0,47.0,8.5,3.3,1.0,1.2,0.2,0.0,0.45799999999999996,0.465,0.4,0.679,-0.1,-0.015
490,2010,NBA,2,35,WAS,Nemanja Bjelica,22.051,F,rs,,2016.0,2018.0,192.0,18.9,6.1,3.8,1.3,0.6,0.3,0.449,0.528,0.371,0.752,6.2,0.081
491,2010,NBA,2,36,DET,Terrico White,,,,University of Mississippi,,,,,,,,,,,,,,,
492,2010,NBA,2,37,MIL,Darington Hobson,22.274,G,us,University of New Mexico,2012.0,2012.0,5.0,7.8,0.8,0.6,1.2,0.0,0.0,0.154,0.28600000000000003,0.0,,-0.2,-0.225
493,2010,NBA,2,38,NYK,Andy Rautins,23.24,G,us,Syracuse University,2011.0,2011.0,5.0,4.8,1.6,0.2,0.6,0.2,0.0,0.429,0.667,0.25,0.5,-0.2,-0.314
494,2010,NBA,2,39,NYK,Landry Fields,22.002,F,us,Stanford University,2011.0,2015.0,255.0,23.6,6.8,4.3,1.6,0.8,0.2,0.473,0.52,0.332,0.6659999999999999,10.5,0.084
495,2010,NBA,2,40,IND,Lance Stephenson,19.297,G-F,us,University of Cincinnati,2011.0,2018.0,440.0,24.4,8.8,4.3,3.0,0.7,0.1,0.446,0.496,0.303,0.685,15.5,0.069
498,2010,NBA,2,41,MIA,Jarvis Varnado,22.12,F,us,Mississippi State University,2013.0,2014.0,37.0,10.7,2.9,1.9,0.4,0.3,0.8,0.5820000000000001,0.5820000000000001,,0.518,0.7,0.08900000000000001
499,2010,NBA,2,42,MIA,Da'Sean Butler,,,,West Virginia University,,,,,,,,,,,,,,,
500,2010,NBA,2,43,LAL,Devin Ebanks,20.244,F,us,West Virginia University,2011.0,2013.0,63.0,11.3,3.6,1.9,0.4,0.3,0.2,0.385,0.418,0.222,0.722,0.5,0.035
501,2010,NBA,2,44,MIL,Jerome Jordan,23.274,C,jm,University of Tulsa,2012.0,2015.0,65.0,7.6,2.8,2.0,0.3,0.1,0.3,0.528,0.528,,0.852,1.7,0.168
502,2010,NBA,2,45,MIN,Paulao Prestes,22.135,C,br,,,,,,,,,,,,,,,,
503,2010,NBA,2,46,PHO,Gani Lawal,21.234,F,us,Georgia Institute of Technology,2011.0,2011.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-0.009000000000000001
504,2010,NBA,2,47,MIL,Tiny Gallon,,,,University of Oklahoma,,,,,,,,,,,,,,,
505,2010,NBA,2,48,MIA,Latavious Williams,21.092,F,us,,,,,,,,,,,,,,,,
506,2010,NBA,2,49,SAS,Ryan Richards,19.066,F-C,gb,,,,,,,,,,,,,,,,
507,2010,NBA,2,50,DAL,Solomon Alabi,22.1,C,ng,Florida State University,2011.0,2012.0,26.0,7.0,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0.0,0.01
508,2010,NBA,2,51,OKC,Magnum Rolle,,,,Louisiana Tech University,,,,,,,,,,,,,,,
509,2010,NBA,2,52,BOS,Luke Harangody,22.179000000000002,F,us,University of Notre Dame,2011.0,2012.0,70.0,12.4,3.6,2.8,0.5,0.3,0.3,0.376,0.44,0.24100000000000002,0.737,0.9,0.048
510,2010,NBA,2,53,ATL,Pape Sy,22.085,F,fr,,2011.0,2011.0,3.0,7.0,2.3,1.0,0.7,0.3,0.0,0.33299999999999996,0.4,0.0,1.0,0.0,-0.047
511,2010,NBA,2,54,LAC,Willie Warren,20.25,G,us,University of Oklahoma,2011.0,2011.0,19.0,7.1,1.9,0.6,1.4,0.3,0.0,0.371,0.4,0.33299999999999996,0.75,0.2,0.065
512,2010,NBA,2,55,UTA,Jeremy Evans,22.249000000000002,F,us,Western Kentucky University,2011.0,2018.0,250.0,10.5,3.5,2.6,0.4,0.4,0.5,0.569,0.583,0.231,0.687,8.2,0.15
513,2010,NBA,2,56,MIN,Hamady N'Diaye,23.169,C,sn,Rutgers University,2011.0,2014.0,33.0,4.8,0.6,0.8,0.1,0.1,0.3,0.467,0.467,,0.462,0.0,0.013000000000000001
514,2010,NBA,2,57,IND,Ryan Reid,23.243000000000002,F,us,Florida State University,2012.0,2012.0,5.0,3.4,1.6,0.4,0.0,0.0,0.0,0.8,0.8,,,0.1,0.142
515,2010,NBA,2,58,LAL,Derrick Caracter,22.055999999999997,F,us,University of Texas at El Paso,2011.0,2011.0,41.0,5.2,2.0,1.0,0.2,0.1,0.2,0.485,0.485,,0.7390000000000001,0.3,0.057
516,2010,NBA,2,59,ORL,Stanley Robinson,,,,University of Connecticut,,,,,,,,,,,,,,,
517,2010,NBA,2,60,PHO,Dwayne Collins,22.076999999999998,F,us,University of Miami,,,,,,,,,,,,,,,
520,2009,NBA,1,1,LAC,Blake Griffin,20.105999999999998,F,us,University of Oklahoma,2011.0,2018.0,529.0,35.0,21.5,9.2,4.3,0.9,0.5,0.508,0.522,0.324,0.6829999999999999,67.3,0.174
521,2009,NBA,1,2,MEM,Hasheem Thabeet,22.135,C,tz,University of Connecticut,2010.0,2014.0,224.0,10.5,2.2,2.7,0.1,0.3,0.8,0.5670000000000001,0.5670000000000001,,0.578,4.8,0.099
522,2009,NBA,1,3,OKC,James Harden,19.308,G,us,Arizona State University,2010.0,2018.0,687.0,33.8,23.0,5.1,6.1,1.5,0.5,0.44299999999999995,0.503,0.364,0.8540000000000001,106.7,0.22
523,2009,NBA,1,4,SAC,Tyreke Evans,19.284000000000002,G-F,us,University of Memphis,2010.0,2018.0,525.0,32.1,16.5,4.8,5.1,1.3,0.4,0.445,0.473,0.318,0.759,28.1,0.08
524,2009,NBA,1,5,MIN,Ricky Rubio,18.252,G,es,,2012.0,2018.0,430.0,31.3,10.8,4.3,7.9,2.0,0.1,0.385,0.40700000000000003,0.325,0.836,28.5,0.102
525,2009,NBA,1,6,MIN,Jonny Flynn,20.144000000000002,G,us,Syracuse University,2010.0,2012.0,163.0,22.9,9.2,1.9,3.9,0.7,0.0,0.4,0.42,0.33799999999999997,0.809,-1.1,-0.015
526,2009,NBA,1,7,GSW,Stephen Curry,21.108,G,us,Davidson College,2010.0,2018.0,625.0,34.4,23.1,4.4,6.8,1.8,0.2,0.47700000000000004,0.513,0.436,0.903,93.3,0.20800000000000002
527,2009,NBA,1,8,NYK,Jordan Hill,21.339000000000002,C-F,us,University of Arizona,2010.0,2017.0,409.0,18.8,7.9,5.8,0.8,0.4,0.7,0.49700000000000005,0.499,0.136,0.6990000000000001,16.4,0.102
528,2009,NBA,1,9,TOR,DeMar DeRozan,19.327,G-F,us,University of Southern California,2010.0,2018.0,675.0,34.1,19.7,4.1,3.1,1.0,0.3,0.44799999999999995,0.467,0.289,0.8270000000000001,54.0,0.113
529,2009,NBA,1,10,MIL,Brandon Jennings,19.28,G,us,,2010.0,2018.0,555.0,30.3,14.1,3.0,5.7,1.2,0.2,0.387,0.41200000000000003,0.345,0.7959999999999999,29.9,0.085
530,2009,NBA,1,11,NJN,Terrence Williams,22.003,F,us,University of Louisville,2010.0,2013.0,153.0,19.1,7.1,3.6,2.4,0.5,0.1,0.41200000000000003,0.43200000000000005,0.317,0.659,-0.2,-0.004
531,2009,NBA,1,12,CHA,Gerald Henderson,21.204,G,us,Duke University,2010.0,2017.0,535.0,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.7929999999999999,18.3,0.063
532,2009,NBA,1,13,IND,Tyler Hansbrough,23.24,F,us,University of North Carolina,2010.0,2016.0,428.0,16.9,6.7,4.2,0.4,0.5,0.2,0.439,0.442,0.136,0.738,20.2,0.134
533,2009,NBA,1,14,PHO,Earl Clark,21.165,F,us,University of Louisville,2010.0,2015.0,261.0,13.9,4.4,3.0,0.5,0.3,0.5,0.40299999999999997,0.424,0.32799999999999996,0.664,2.9,0.038
534,2009,NBA,1,15,DET,Austin Daye,21.025,F,us,Gonzaga University,2010.0,2015.0,293.0,14.1,5.2,2.6,0.7,0.4,0.4,0.402,0.433,0.35100000000000003,0.778,4.5,0.053
535,2009,NBA,1,16,CHI,James Johnson,22.131,F,us,Wake Forest University,2010.0,2018.0,547.0,20.7,8.0,3.6,2.1,0.8,0.9,0.48100000000000004,0.534,0.299,0.6940000000000001,21.9,0.09300000000000001
536,2009,NBA,1,17,PHI,Jrue Holiday,19.018,G,us,"University of California, Los Angeles",2010.0,2018.0,585.0,32.8,14.9,3.7,6.2,1.5,0.4,0.45,0.479,0.36,0.7879999999999999,33.7,0.084
537,2009,NBA,1,18,MIN,Ty Lawson,21.24,G,us,University of North Carolina,2010.0,2017.0,551.0,29.2,12.7,2.7,6.0,1.2,0.1,0.46,0.493,0.359,0.77,42.1,0.126
538,2009,NBA,1,19,ATL,Jeff Teague,21.02,G,us,Wake Forest University,2010.0,2018.0,670.0,27.6,12.7,2.5,5.7,1.2,0.3,0.447,0.47600000000000003,0.35700000000000004,0.8440000000000001,46.1,0.12
539,2009,NBA,1,20,UTA,Eric Maynor,22.02,G,us,Virginia Commonwealth University,2010.0,2014.0,267.0,14.6,4.3,1.3,2.8,0.4,0.1,0.392,0.409,0.35,0.721,3.3,0.040999999999999995
540,2009,NBA,1,21,NOH,Darren Collison,21.311999999999998,G,us,"University of California, Los Angeles",2010.0,2018.0,632.0,29.5,12.7,2.6,4.9,1.1,0.2,0.47200000000000003,0.495,0.39299999999999996,0.855,43.1,0.111
541,2009,NBA,1,22,POR,Victor Claver,20.304000000000002,F,es,,2013.0,2015.0,80.0,13.4,3.2,2.2,0.7,0.4,0.2,0.39799999999999996,0.489,0.293,0.585,0.2,0.011000000000000001
542,2009,NBA,1,23,SAC,Omri Casspi,21.008000000000003,F,il,,2010.0,2018.0,552.0,20.7,8.0,4.1,1.2,0.6,0.2,0.451,0.49700000000000005,0.369,0.6779999999999999,18.3,0.077
543,2009,NBA,1,24,DAL,Byron Mullens,20.136,C,us,Ohio State University,2010.0,2014.0,189.0,18.2,7.4,4.2,0.8,0.4,0.5,0.408,0.43799999999999994,0.319,0.706,0.6,0.008
